,bbl,bbt,bbr,bbb,img,bbid,iou,mid,hlabel
44253,240.0,181.0,470.0,343.0,311.0,0.0,0.8454834766217929,8.0,Car
44254,763.83,158.53,1217.0,371.0,311.0,1.0,0.8678017911942547,7.0,Car
44255,393.96,192.0,520.0,278.98,311.0,2.0,0.6558990688729314,4.0,Car
44256,662.44,180.11,715.0,223.61,311.0,3.0,0.7215234813233411,2.0,Car
44257,715.0,180.0,871.0,290.64,311.0,4.0,0.8361210753294911,9.0,Car
44260,561.0,176.47,586.85,200.0,311.0,7.0,0.3858640464262108,3.0,Car
44261,648.61,177.76,666.0,197.0,311.0,8.0,0.19971366604459523,5.0,Car
44262,434.0,173.0,444.47,241.5,311.0,9.0,0.0678702335934279,1.0,Car
44264,582.69,177.35,647.04,232.0,6760.0,0.0,0.6886035987172214,1.0,Car
44265,788.0,161.2,821.0,228.0,6760.0,1.0,0.6974862965964608,2.0,Cyclist
44267,309.0,77.0,498.0,267.0,6760.0,3.0,0.6199604518060458,3.0,Tram
44268,601.0,176.35,625.0,197.0,2506.0,0.0,0.5174382214157414,3.0,Car
44269,58.92,200.0,250.0,282.0,2506.0,1.0,0.8462314431244753,2.0,Car
44270,4.0,108.0,331.0,374.0,5269.0,0.0,0.7717325436595297,6.0,Van
44271,668.09,185.87,760.37,253.39,5269.0,1.0,0.8408563562753032,3.0,Car
44273,386.27,191.05,462.0,248.09,5269.0,3.0,0.6998566858940267,1.0,Car
44274,446.0,188.93,495.0,225.0,5269.0,4.0,0.5097814861663477,4.0,Car
44275,302.0,204.86,391.0,280.0,5269.0,5.0,0.3897174355407877,2.0,Car
44279,768.0,164.47,777.43,212.0,4177.0,0.0,0.30861313615307334,3.0,Pedestrian
44285,633.0,188.76,662.0,210.0,3618.0,0.0,0.46215555545551557,3.0,Car
44286,493.0,179.0,534.56,211.0,3618.0,1.0,0.371239646536265,4.0,Car
44288,366.98,206.0,422.0,237.53,3618.0,3.0,0.05791090889884572,2.0,Car
44289,316.0,193.67,420.0,251.0,3618.0,4.0,0.49798385827107705,8.0,Car
44290,102.0,198.0,315.0,288.47,3618.0,5.0,0.5984531041408295,7.0,Car
44291,728.0,188.0,921.52,325.0,3618.0,6.0,0.7527355943200719,5.0,Car
44292,62.0,204.11,428.0,374.0,3618.0,7.0,0.8973257061022081,6.0,Car
44293,619.0,176.0,649.13,206.77,3618.0,8.0,0.7032677635397235,1.0,Car
44295,570.0,177.01,603.82,202.0,3397.0,0.0,0.5474359962561258,1.0,Car
44296,524.0,178.15,551.0,195.0,3397.0,1.0,0.48957352060986636,3.0,Car
44299,566.0,178.52,815.0,267.0,2089.0,0.0,0.9006782780111505,2.0,Car
44300,0.0,197.0,32.0,240.0,2089.0,1.0,0.4471058506854919,1.0,Car
44302,743.0,179.57,851.0,250.0,846.0,0.0,0.8553226587233992,9.0,Car
44303,661.0,172.62,698.0,190.0,846.0,1.0,0.36470630270521043,6.0,Car
44304,505.0,170.83,514.7,211.11,846.0,2.0,0.702266861263492,14.0,Pedestrian
44306,843.0,166.76,893.0,191.69,846.0,4.0,0.5869169087630252,8.0,Car
44307,993.0,167.0,1032.0,188.0,846.0,5.0,0.3828148925930789,2.0,Car
44309,372.0,179.39,413.0,203.0,846.0,7.0,0.6456008227323847,3.0,Car
44316,579.33,182.18,637.0,228.0,1580.0,0.0,0.763776017177882,11.0,Car
44317,0.0,172.26,111.0,371.0,1580.0,1.0,0.916254230276569,8.0,Car
44318,312.0,183.99,424.0,239.0,1580.0,2.0,0.47089314882079814,6.0,Car
44319,340.72,187.76,368.0,242.0,1580.0,3.0,0.10043356605042415,10.0,Van
44320,401.06,181.15,488.34,223.47,1580.0,4.0,0.6198505789562004,4.0,Car
44321,507.0,187.23,565.0,224.0,1580.0,5.0,0.6555095075250689,2.0,Car
44322,705.0,117.12,874.0,278.0,1580.0,6.0,0.8062199604616924,9.0,Van
44323,669.93,179.59,711.0,232.0,1580.0,7.0,0.36343168406994086,5.0,Car
44325,140.0,189.85,254.0,260.0,1580.0,9.0,0.6561370822159677,1.0,Car
44326,225.0,158.48,325.0,240.2,1580.0,10.0,0.633897132550962,7.0,Van
44328,98.0,185.03,196.54,231.02,1580.0,12.0,0.44881557167454655,3.0,Car
44331,596.61,177.49,659.1,228.18,6589.0,0.0,0.7039151333333333,13.0,Car
44332,42.58,181.41,324.0,369.0,6589.0,1.0,0.8002079253668147,2.0,Car
44333,364.86,178.83,475.0,244.0,6589.0,2.0,0.6110594792809442,12.0,Car
44334,439.62,174.02,515.0,219.21,6589.0,3.0,0.39853115831395,6.0,Car
44335,465.0,173.31,550.3,212.6,6589.0,4.0,0.7658701201084709,8.0,Car
44337,538.0,159.0,587.0,190.0,6589.0,6.0,0.6734534578044387,1.0,Car
44338,899.0,171.85,1227.0,356.0,6589.0,7.0,0.789524978923762,16.0,Car
44339,844.54,180.74,910.21,266.0,6589.0,8.0,0.38852930172072586,7.0,Car
44340,804.0,186.0,945.56,282.12,6589.0,9.0,0.5541628384585842,14.0,Car
44341,752.0,183.76,834.53,234.0,6589.0,10.0,0.5479567221854857,10.0,Car
44342,710.0,167.53,789.72,226.05,6589.0,11.0,0.8639472794522675,15.0,Car
44344,228.0,177.86,317.0,234.0,6589.0,13.0,0.32134634035908244,5.0,Car
44345,308.0,175.24,385.41,230.52,6589.0,14.0,0.5710812087932974,3.0,Car
44347,0.0,182.12,151.0,295.58,6589.0,16.0,0.5828360547154462,11.0,Car
44349,862.43,177.0,874.0,209.57,6589.0,18.0,0.022937258997339918,4.0,Car
44350,52.78,173.67,70.0,232.42,6589.0,19.0,0.049812435568001724,9.0,Car
44351,146.25,193.7,227.0,233.56,5080.0,0.0,0.6966264027941806,8.0,Car
44353,373.55,184.56,399.0,199.0,5080.0,2.0,0.189961864237471,4.0,Car
44354,363.0,177.0,402.67,202.08,5080.0,3.0,0.6086987218364222,3.0,Car
44358,720.0,179.0,904.5,298.04,2937.0,0.0,0.8633214673644187,3.0,Car
44359,174.0,189.01,247.0,348.0,2937.0,1.0,0.5841017738284127,6.0,Pedestrian
44360,291.0,168.02,407.0,245.0,2937.0,2.0,0.647639285440135,2.0,Car
44363,546.91,173.24,572.27,193.0,2937.0,5.0,0.5938766590408542,4.0,Car
44365,682.47,179.09,741.0,233.34,5094.0,0.0,0.8283863469306152,2.0,Van
44366,0.0,202.0,169.32,374.63,5094.0,1.0,0.9342079344548899,9.0,Car
44367,135.0,201.0,220.0,255.0,5094.0,2.0,0.45650213444584614,6.0,Car
44368,220.0,197.0,321.0,265.13,5094.0,3.0,0.7887994293698192,8.0,Car
44369,346.04,123.9,445.0,228.63,5094.0,4.0,0.8852507904735076,3.0,Van
44370,772.41,181.53,799.0,202.22,5094.0,5.0,0.5066442439836203,7.0,Car
44373,233.63,187.93,410.0,309.92,2923.0,0.0,0.879672786417789,8.0,Car
44374,0.0,179.82,88.0,230.0,2923.0,1.0,0.8948119371913282,4.0,Car
44375,90.84,184.0,185.19,217.0,2923.0,2.0,0.7983602786818537,3.0,Car
44376,194.0,183.95,254.0,210.0,2923.0,3.0,0.6108310068605355,2.0,Car
44377,501.44,182.5,545.0,216.08,2923.0,4.0,0.7344600701348474,9.0,Car
44378,553.1,179.19,571.0,192.0,2923.0,5.0,0.41586353087632444,1.0,Car
44379,583.0,177.97,626.0,215.0,2923.0,6.0,0.6445518771785593,5.0,Car
44382,406.46,187.77,496.0,253.0,852.0,0.0,0.8116805797289807,2.0,Car
44383,456.74,171.0,524.0,230.69,852.0,1.0,0.8276709888426289,1.0,Car
44386,12.0,208.3,315.98,374.0,1594.0,0.0,0.8282220914095539,1.0,Car
44387,685.0,184.25,756.21,237.0,1594.0,1.0,0.7965485692692447,2.0,Car
44388,669.0,182.33,729.0,229.62,1594.0,2.0,0.7272630339740569,7.0,Car
44389,656.0,163.7,708.32,220.11,1594.0,3.0,0.812717173481205,4.0,Van
44390,539.0,178.36,566.16,205.0,1594.0,4.0,0.5633549100802758,3.0,Car
44392,584.0,145.58,627.0,202.0,3383.0,0.0,0.7059536346590558,2.0,Truck
44393,406.0,188.35,427.0,205.0,3383.0,1.0,0.512615036004004,1.0,Car
44394,255.0,167.38,295.0,279.52,5902.0,0.0,0.704221195035862,3.0,Pedestrian
44395,658.44,163.01,693.0,251.0,5902.0,1.0,0.7552740176357919,5.0,Cyclist
44396,995.0,166.53,1211.0,275.0,5902.0,2.0,0.5893132752439135,2.0,Car
44400,581.0,176.79,609.0,211.0,5916.0,0.0,0.6729797451981845,3.0,Car
44401,520.0,152.37,550.0,189.0,5916.0,1.0,0.6141618375963613,1.0,Tram
44405,17.0,208.44,349.91,374.0,7132.0,1.0,0.8243023295463725,6.0,Car
44406,284.0,199.55,457.0,309.51,7132.0,2.0,0.9164784689120616,4.0,Car
44407,785.15,184.14,1222.0,373.0,7132.0,3.0,0.88446687955023,3.0,Car
44408,749.0,185.0,874.56,282.12,7132.0,4.0,0.592065002924909,8.0,Car
44409,988.49,146.0,1177.0,223.91,7132.0,5.0,0.5634408667080105,9.0,Car
44410,643.0,178.92,683.0,213.41,7132.0,6.0,0.7498957859020358,2.0,Car
44411,593.0,184.18,626.0,202.0,7132.0,7.0,0.5429687777717961,7.0,Car
44412,550.76,181.12,573.0,190.0,7132.0,8.0,0.188279745259024,1.0,Car
44415,430.33,182.04,531.0,251.0,885.0,0.0,0.8028670883765877,5.0,Car
44416,692.66,184.52,844.71,294.35,885.0,1.0,0.9319001953125008,2.0,Car
44417,688.22,180.36,774.0,250.85,885.0,2.0,0.7362096094700694,1.0,Car
44419,649.0,177.32,692.12,212.0,885.0,4.0,0.7334756989470516,4.0,Car
44424,856.0,161.06,882.0,243.0,1543.0,0.0,0.6346983212240715,1.0,Pedestrian
44425,897.15,163.6,917.0,243.0,1543.0,1.0,0.4246762701972424,3.0,Pedestrian
44429,558.57,184.4,609.0,226.93,5725.0,0.0,0.6674310571227177,1.0,Car
44430,502.46,180.92,541.0,212.4,5725.0,1.0,0.7156068022209767,2.0,Car
44431,93.0,182.97,208.0,243.08,5725.0,2.0,0.7328717954464719,4.0,Car
44432,293.9,184.63,342.18,212.74,5725.0,3.0,0.5731211148648655,3.0,Car
44436,459.41,181.27,527.0,234.0,3354.0,0.0,0.7522073008808138,2.0,Car
44438,67.63,179.0,395.19,370.28,3432.0,0.0,0.9265564254035328,2.0,Van
44439,482.0,182.48,536.38,225.0,3432.0,1.0,0.6736163798745392,3.0,Car
44440,524.0,168.18,551.65,197.0,3432.0,2.0,0.34918169789470754,1.0,Car
44443,324.0,169.48,349.92,264.3,5043.0,0.0,0.5637335986944558,8.0,Pedestrian
44444,61.46,186.68,293.0,271.0,5043.0,1.0,0.812406556479434,4.0,Car
44445,536.0,165.93,633.0,219.0,5043.0,2.0,0.7961351290057528,7.0,Van
44446,834.72,126.77,1128.0,199.0,5043.0,3.0,0.681076620662636,10.0,Truck
44447,716.01,174.21,734.67,186.0,5043.0,4.0,0.4189787800024976,1.0,Car
44449,561.48,178.04,589.56,197.18,5043.0,6.0,0.14541428571428544,3.0,Car
44450,515.34,178.85,548.45,194.0,5043.0,7.0,0.4427244912675117,2.0,Car
44453,473.76,176.0,563.0,212.43,1225.0,1.0,0.8148313644287025,3.0,Car
44454,171.25,192.03,385.0,327.0,1225.0,2.0,0.9117339396845892,5.0,Car
44455,622.77,173.56,727.68,206.46,1225.0,3.0,0.8575252173913043,4.0,Car
44457,293.0,176.14,399.0,227.04,1225.0,5.0,0.6554097604718699,2.0,Car
44459,441.4,183.06,488.0,204.0,1231.0,1.0,0.5136197633421635,5.0,Car
44462,5.0,199.96,285.0,369.0,3426.0,0.0,0.9148635529812522,7.0,Car
44464,964.0,154.18,1000.16,254.0,3426.0,2.0,0.6275961452862103,1.0,Pedestrian
44465,976.0,159.12,1013.58,261.0,3426.0,3.0,0.5491968764842428,5.0,Pedestrian
44466,445.0,172.38,490.0,206.73,3426.0,4.0,0.7749058344656763,6.0,Car
44470,810.48,89.54,1181.99,216.52,4349.0,0.0,0.46406315282081545,2.0,Tram
44471,276.89,150.0,376.0,357.0,4349.0,1.0,0.786330762758743,1.0,Pedestrian
44473,363.0,196.0,626.0,302.0,4349.0,3.0,0.7462416428892821,3.0,Car
44476,1146.98,197.07,1241.0,352.0,5057.0,0.0,0.7277189469035771,4.0,Car
44477,682.0,188.49,775.49,248.0,5057.0,1.0,0.806801539584777,8.0,Car
44478,0.0,195.82,148.55,357.0,5057.0,2.0,0.8101169162266731,10.0,Car
44479,57.0,192.0,247.15,313.0,5057.0,3.0,0.683091250396795,15.0,Car
44480,223.0,190.59,369.0,272.63,5057.0,4.0,0.5472381774826491,3.0,Car
44481,281.0,192.11,409.0,252.71,5057.0,5.0,0.6083450752110204,11.0,Car
44482,645.0,185.29,702.7,225.0,5057.0,6.0,0.6901655460288733,13.0,Car
44483,424.0,186.75,513.0,220.0,5057.0,7.0,0.613686359889779,12.0,Car
44484,463.0,176.04,506.98,210.0,5057.0,8.0,0.5474700837281731,1.0,Car
44485,628.58,178.01,645.0,193.0,5057.0,9.0,0.2881874498511439,14.0,Car
44488,232.0,172.73,278.0,199.0,2738.0,0.0,0.6219878751430962,6.0,Car
44489,286.0,170.89,318.0,195.83,2738.0,1.0,0.6482569322423348,5.0,Car
44490,330.0,172.23,358.0,188.0,2738.0,2.0,0.523114614653749,3.0,Car
44491,584.91,171.04,634.0,225.0,2738.0,3.0,0.7250898822245384,7.0,Car
44492,733.75,175.94,743.97,186.0,2738.0,4.0,0.1701430076892122,1.0,Car
44496,1091.96,193.0,1241.0,306.45,5731.0,0.0,0.8202454371529113,1.0,Car
44497,0.0,170.53,41.0,223.32,3340.0,0.0,0.7367513913122775,3.0,Car
44498,139.08,177.15,184.0,209.0,3340.0,1.0,0.5292529187663935,6.0,Car
44499,358.0,176.77,386.0,192.0,3340.0,2.0,0.5453670465760387,7.0,Car
44500,575.29,175.89,607.0,210.0,3340.0,3.0,0.6488122563305699,4.0,Car
44503,5.0,196.31,168.0,302.0,649.0,0.0,0.7903963576123362,9.0,Car
44504,693.0,151.44,729.0,185.0,649.0,1.0,0.756822907348579,13.0,Tram
44505,189.0,176.46,308.0,251.0,649.0,2.0,0.7905278467971639,10.0,Car
44506,308.0,187.72,387.0,234.0,649.0,3.0,0.7328054234159486,5.0,Car
44507,368.0,178.47,426.0,226.0,649.0,4.0,0.6421549818688832,12.0,Car
44508,436.0,182.48,484.57,210.0,649.0,5.0,0.6277387003207339,4.0,Car
44509,471.0,181.56,503.0,207.0,649.0,6.0,0.6454510165092365,3.0,Car
44514,857.03,157.16,921.0,292.0,7126.0,0.0,0.7495514121894732,1.0,Pedestrian
44515,1058.17,184.98,1104.82,220.0,891.0,0.0,0.5013488255834476,1.0,Car
44516,577.11,173.54,638.0,230.0,6238.0,0.0,0.7570340862152054,6.0,Car
44517,1.0,196.64,160.27,317.47,6238.0,1.0,0.17767931517097607,5.0,Van
44518,18.0,63.0,403.1,357.0,6238.0,2.0,0.8751993848804541,7.0,Truck
44520,418.0,177.0,504.97,240.0,6238.0,4.0,0.9307044091690567,4.0,Car
44522,487.0,177.27,525.3,214.0,6238.0,6.0,0.6370371168710978,9.0,Car
44523,500.15,181.02,520.0,205.52,6238.0,7.0,0.14222836378525017,8.0,Car
44524,521.24,178.97,549.49,196.0,6238.0,8.0,0.25118584246373293,2.0,Car
44525,523.32,152.0,561.0,193.76,6238.0,9.0,0.8342040913788041,3.0,Misc
44527,4.0,216.87,329.0,374.0,1557.0,1.0,0.8096963253451884,9.0,Car
44528,890.89,197.0,1241.0,371.0,1557.0,2.0,0.6896831711319094,7.0,Car
44529,760.27,199.31,923.0,310.0,1557.0,3.0,0.37020914951183165,4.0,Car
44530,719.0,172.38,852.0,282.0,1557.0,4.0,0.8092999895308891,5.0,Car
44531,514.2,181.94,566.0,227.54,1557.0,5.0,0.7129094412331402,6.0,Car
44532,670.0,168.87,728.39,226.71,1557.0,6.0,0.7840420875042552,10.0,Van
44533,662.0,183.45,697.23,219.16,1557.0,7.0,0.2406703376165208,8.0,Car
44535,994.0,142.0,1100.0,192.0,2076.0,0.0,0.5302417902563569,4.0,Car
44536,506.11,173.51,549.93,206.29,2076.0,1.0,0.6705973856209141,7.0,Car
44538,612.18,166.13,634.0,186.0,2076.0,3.0,0.4073422115626181,6.0,Car
44539,373.0,177.37,389.0,209.0,2076.0,4.0,0.4391498708270436,3.0,Cyclist
44540,446.0,173.69,460.71,207.0,2076.0,5.0,0.5733140773914751,5.0,Car
44547,0.0,184.06,56.0,228.0,5719.0,0.0,0.7081979472897001,4.0,Car
44548,79.0,185.17,168.0,222.0,5719.0,1.0,0.6357457265350969,5.0,Car
44549,366.74,187.78,482.0,262.0,5719.0,2.0,0.7214547763432112,7.0,Car
44550,548.0,178.4,567.03,194.0,5719.0,3.0,0.302910303274569,1.0,Car
44552,588.0,177.8,628.0,217.0,5719.0,5.0,0.6866168565839551,6.0,Car
44553,1102.83,193.54,1171.0,262.0,5719.0,6.0,0.6765480166879949,2.0,Car
44556,593.0,167.0,623.0,201.0,4407.0,0.0,0.5411545947102238,2.0,Truck
44557,174.34,189.92,279.0,236.29,4407.0,1.0,0.7403550255778839,3.0,Car
44558,426.67,182.78,461.0,205.86,4407.0,2.0,0.6586300260314407,1.0,Car
44562,4.0,201.27,285.0,369.0,3368.0,0.0,0.9035265763072929,3.0,Car
44563,991.69,147.31,1018.0,217.26,3368.0,1.0,0.45627273061967905,5.0,Cyclist
44564,568.0,172.0,681.0,211.67,3368.0,2.0,0.7348885989764629,1.0,Car
44565,340.75,174.46,386.0,201.15,3368.0,3.0,0.7417051494148452,4.0,Car
44569,726.07,183.15,826.41,248.0,661.0,0.0,0.784163128418802,1.0,Car
44570,895.18,181.05,1004.0,252.0,661.0,1.0,0.6573684582196885,2.0,Car
44573,773.0,151.1,862.0,338.54,6210.0,1.0,0.8278264528755804,3.0,Pedestrian
44574,537.15,174.73,591.0,333.0,6210.0,2.0,0.4637709467088419,5.0,Pedestrian
44576,726.0,157.75,1007.6,267.0,6210.0,4.0,0.440758079943259,2.0,Tram
44580,543.31,179.15,546.0,197.83,1219.0,0.0,0.03736955771587752,2.0,Car
44581,501.25,178.63,541.0,213.0,1219.0,1.0,0.7389440924416034,3.0,Car
44583,688.0,163.45,818.0,257.0,6576.0,0.0,0.8600374556689822,2.0,Car
44584,337.3,192.76,443.89,271.09,6576.0,1.0,0.7626924910934499,4.0,Car
44586,449.39,180.71,495.0,221.3,6576.0,3.0,0.530097102056848,1.0,Car
44588,812.76,193.0,1235.0,374.0,107.0,0.0,0.9214130585371858,6.0,Car
44589,734.0,182.54,929.0,310.0,107.0,1.0,0.9084112728302898,3.0,Car
44590,683.98,178.38,773.0,243.0,107.0,2.0,0.6148493286454423,5.0,Car
44591,470.09,178.3,539.83,232.0,107.0,3.0,0.7442944299517736,4.0,Car
44592,675.0,179.32,733.51,228.42,107.0,4.0,0.677467842078293,7.0,Car
44593,650.51,179.32,692.59,214.58,107.0,5.0,0.4431722819593794,2.0,Car
44594,634.97,177.56,650.0,191.0,107.0,6.0,0.12924571857945574,1.0,Van
44595,633.0,158.0,664.8,198.6,107.0,7.0,0.6445691821263397,8.0,Van
44598,1068.0,141.86,1128.0,296.43,4361.0,0.0,0.7217109456691941,1.0,Pedestrian
44599,491.04,171.39,541.0,208.0,2710.0,0.0,0.6079520710419886,1.0,Car
44600,198.0,186.32,420.0,335.0,2710.0,1.0,0.9167693798933789,2.0,Car
44605,11.0,201.46,386.16,373.0,4375.0,0.0,0.830012203530434,3.0,Car
44606,380.81,184.63,503.36,272.73,4375.0,1.0,0.7976252216312059,2.0,Car
44607,591.0,173.76,628.0,214.0,4375.0,2.0,0.6606172499335569,4.0,Car
44608,533.21,172.02,576.59,208.46,4375.0,3.0,0.8203254800207576,1.0,Car
44612,7.0,152.0,301.45,349.0,2704.0,1.0,0.8319120442787488,4.0,Car
44613,167.77,163.0,367.0,316.0,2704.0,2.0,0.828542686542891,6.0,Car
44614,343.0,183.49,446.0,234.0,2704.0,3.0,0.46014535768725423,2.0,Car
44615,413.0,169.78,512.52,236.0,2704.0,4.0,0.7321588036554398,9.0,Car
44617,679.0,151.65,766.21,233.97,2704.0,6.0,0.7765743378433775,8.0,Truck
44618,590.0,178.73,622.44,209.98,2704.0,7.0,0.5701831476078335,5.0,Car
44623,593.71,174.47,642.0,226.0,6562.0,0.0,0.7288981020785649,13.0,Car
44624,1130.78,166.92,1231.0,365.0,6562.0,1.0,0.7018466327120102,10.0,Car
44625,772.48,174.07,988.0,279.0,6562.0,2.0,0.9008753123070047,12.0,Car
44626,745.61,172.62,827.0,236.0,6562.0,3.0,0.33831382703292434,1.0,Car
44627,763.0,166.31,864.95,235.17,6562.0,4.0,0.6597677047692481,14.0,Car
44628,678.0,160.0,777.0,217.62,6562.0,5.0,0.8043171356147826,11.0,Car
44629,663.13,173.47,745.0,208.4,6562.0,6.0,0.5200148367895866,6.0,Van
44631,321.3,175.72,389.0,217.24,6562.0,8.0,0.6888242860243143,4.0,Car
44632,496.87,167.0,529.0,195.0,6562.0,9.0,0.4942046696419442,15.0,Car
44633,376.3,178.21,418.0,210.0,6562.0,10.0,0.5986368808417526,8.0,Car
44634,423.0,182.01,455.0,203.0,6562.0,11.0,0.5628896903645784,9.0,Car
44637,0.97,179.57,45.7,212.71,6562.0,14.0,0.4289213541666668,5.0,Car
44640,929.0,140.0,1238.0,363.0,113.0,1.0,0.914260336102384,5.0,Car
44641,536.0,162.61,585.88,223.0,113.0,2.0,0.8636885202305329,6.0,Car
44642,854.0,127.39,1024.0,216.0,113.0,3.0,0.5527349736505763,11.0,Van
44643,318.14,182.8,393.0,227.0,113.0,4.0,0.6441399672449164,1.0,Car
44644,220.0,166.45,318.0,230.0,113.0,5.0,0.8849553246690065,9.0,Car
44645,455.9,171.22,493.0,200.0,113.0,6.0,0.5956339803535369,10.0,Car
44646,704.0,171.83,764.0,215.35,113.0,7.0,0.619997659812754,3.0,Car
44647,573.97,163.73,607.0,192.0,113.0,8.0,0.5938115925135165,12.0,Car
44648,610.16,152.0,646.04,185.0,113.0,9.0,0.8369240686706928,15.0,Van
44649,777.0,166.87,824.0,204.0,113.0,10.0,0.3689767028628675,17.0,Van
44650,1179.0,132.29,1241.0,202.96,113.0,11.0,0.4325140812575144,8.0,Car
44651,566.29,157.0,602.63,190.21,113.0,12.0,0.5341425032211834,2.0,Van
44652,178.0,199.77,259.3,230.0,113.0,13.0,0.2439428098246907,14.0,Car
44653,39.0,187.2,172.0,235.0,113.0,14.0,0.7951906811567305,4.0,Car
44657,468.0,175.79,492.0,276.0,675.0,0.0,0.6446697221626924,4.0,Pedestrian
44658,431.0,170.11,456.0,277.0,675.0,1.0,0.6713408082182108,1.0,Pedestrian
44659,722.0,163.0,727.78,232.0,675.0,2.0,0.1400270342550104,6.0,Pedestrian
44660,734.23,160.8,746.0,236.4,675.0,3.0,0.23214287577784282,5.0,Pedestrian
44666,105.53,197.0,319.0,293.0,6204.0,0.0,0.8944013370420825,1.0,Car
44667,480.0,179.64,583.0,232.0,6204.0,1.0,0.5737132386966981,3.0,Car
44668,980.0,201.53,1237.0,374.0,2062.0,0.0,0.9130927001892255,1.0,Car
44669,247.0,180.42,446.0,290.0,2062.0,1.0,0.7309709069662443,2.0,Car
44670,729.0,191.0,906.73,307.0,2062.0,2.0,0.8673927534485699,5.0,Car
44671,663.8,178.0,740.18,233.05,2062.0,3.0,0.8720519873121959,4.0,Car
44672,452.65,175.69,523.0,228.73,2062.0,4.0,0.8339497388568281,3.0,Car
44673,654.28,176.0,708.02,216.37,2062.0,5.0,0.5680764074365019,6.0,Car
44674,701.08,176.34,716.0,190.0,4413.0,0.0,0.39107385316559007,3.0,Car
44675,443.63,171.0,499.88,206.0,4413.0,1.0,0.7563025210084031,2.0,Car
44679,354.0,162.16,392.0,251.0,5692.0,1.0,0.5503837746148506,9.0,Cyclist
44680,369.0,165.7,406.0,244.0,5692.0,2.0,0.6806625510206161,5.0,Cyclist
44681,484.08,150.14,560.0,216.91,5692.0,3.0,0.7284100933537698,4.0,Car
44683,82.28,188.7,154.0,254.53,5692.0,5.0,0.6172869619343284,10.0,Car
44688,250.42,185.57,292.59,230.0,5692.0,10.0,0.5376859977053228,6.0,Car
44691,484.0,177.25,484.88,203.01,5692.0,13.0,0.0033342425153103637,7.0,Van
44694,424.0,185.67,510.0,242.0,7085.0,0.0,0.7272857530792524,3.0,Car
44695,528.38,180.75,550.0,192.0,7085.0,1.0,0.25136819847365305,2.0,Car
44697,0.0,191.22,185.64,297.0,7085.0,3.0,0.9597780591471599,1.0,Car
44699,0.0,85.0,88.0,275.0,932.0,0.0,0.6326840078188845,4.0,Truck
44700,462.67,172.34,490.0,198.0,932.0,1.0,0.5655600593618547,1.0,Car
44701,551.12,183.47,565.0,197.06,932.0,2.0,0.4073876499012784,2.0,Car
44703,188.08,186.0,393.95,294.0,1392.0,0.0,0.8832937896365592,3.0,Car
44704,338.0,171.0,445.0,261.0,1392.0,1.0,0.6706366592672856,2.0,Car
44705,415.55,182.2,484.0,230.82,1392.0,2.0,0.6861957022054419,4.0,Car
44706,450.38,179.0,487.0,214.16,1392.0,3.0,0.5094973255489151,1.0,Car
44707,253.0,172.49,295.0,198.36,2843.0,0.0,0.619902643780312,3.0,Car
44708,309.0,170.71,335.0,192.0,2843.0,1.0,0.4991058220837511,2.0,Car
44709,334.03,172.4,360.0,188.0,2843.0,2.0,0.5170340389803434,5.0,Car
44710,584.49,170.63,634.0,225.56,2843.0,3.0,0.7591283082188139,1.0,Car
44714,531.68,181.52,551.0,195.0,3585.0,0.0,0.37361912178125134,5.0,Car
44715,250.0,178.4,287.19,207.0,3585.0,1.0,0.544688646339375,6.0,Car
44716,276.94,181.61,324.0,204.62,3585.0,2.0,0.8348822291269917,8.0,Car
44720,565.0,178.81,609.0,219.0,3585.0,6.0,0.6010299719667078,4.0,Car
44721,173.0,182.38,222.0,210.0,3585.0,7.0,0.5597905837729229,9.0,Car
44722,869.51,185.42,886.0,224.0,3585.0,8.0,0.4964737160505618,3.0,Cyclist
44726,821.0,153.64,888.0,295.0,2857.0,0.0,0.8278922101670972,1.0,Pedestrian
44727,922.0,139.49,995.0,301.0,3591.0,0.0,0.8717600733571431,1.0,Pedestrian
44728,1098.0,164.16,1241.0,272.0,1386.0,0.0,0.8500289934194404,2.0,Car
44729,188.0,177.71,309.0,240.0,1386.0,1.0,0.46665595131233567,1.0,Car
44730,659.2,182.25,721.0,238.0,98.0,0.0,0.8418136526788788,11.0,Car
44731,10.0,0.0,220.0,375.0,98.0,1.0,0.9423378954453668,3.0,Misc
44732,207.55,189.19,346.0,280.67,98.0,2.0,0.6635314062058196,8.0,Car
44733,345.19,190.11,417.0,240.49,98.0,3.0,0.6126625920351766,10.0,Car
44734,417.0,132.0,493.19,217.99,98.0,4.0,0.8798745141861974,5.0,Van
44735,744.38,186.34,772.0,207.95,98.0,5.0,0.6323078538217892,9.0,Car
44738,740.73,179.0,940.06,314.0,7091.0,0.0,0.8729641036121192,2.0,Car
44739,421.0,186.62,522.0,259.0,7091.0,1.0,0.8056159733066908,1.0,Car
44740,688.78,183.98,775.0,253.0,7091.0,2.0,0.7261842133313824,11.0,Car
44741,669.56,182.26,731.0,235.0,7091.0,3.0,0.7751342591484031,4.0,Car
44742,525.45,181.69,562.0,217.0,7091.0,4.0,0.8175792067955506,3.0,Car
44743,663.0,181.65,699.6,211.06,7091.0,5.0,0.5981408725039609,5.0,Car
44745,692.0,179.0,813.0,230.0,926.0,0.0,0.6766337267055871,1.0,Car
44748,945.0,132.52,1003.0,296.0,5686.0,0.0,0.8044336734219915,1.0,Pedestrian
